time,open,high,low,close,volume
1785002400000,64267.41,64475.28,64267.41,64415.99,314.52068
1785006000000,64415.99,64438.12,64388.38,64388.38,219.4973
1785009600000,64388.39,64392.74,64313,64339.75,213.90166
1785013200000,64339.75,64430,64263.03,64344.02,177.06463
1785016800000,64344.02,64426,64344.01,64412,625.93723
1785020400000,64412.01,64429.38,64363,64375,417.8076
1785024000000,64375.01,64507,64350,64506.99,256.73658
1785027600000,64506.99,64541.66,64456.67,64462,277.18148
1785031200000,64462,64527.59,64427.59,64527.56,117.0226
1785034800000,64527.57,64582,64488.73,64557,304.96319
1785038400000,64557,64599.95,64491.73,64530.06,425.16453
1785042000000,64530.06,64530.07,64403.95,64417.69,131.14508
1785045600000,64417.68,64457.55,64293.81,64438,408.23581
1785049200000,64438.01,64460,64341.99,64370,273.49735
1785052800000,64370,64493.99,64353,64480.01,204.14991
1785056400000,64480.02,64549.02,64478.38,64538,164.82486
1785060000000,64538.01,64573.73,64497.62,64515.4,137.0474
1785063600000,64515.39,64535.99,64495.17,64507.35,174.84399
1785067200000,64507.36,64662.99,64434,64466.67,319.29329
1785070800000,64466.68,64571.42,64414,64518,319.1541
1785074400000,64517.99,64768.23,64517.99,64712.99,504.24215
1785078000000,64713,64827,64673.42,64768,313.86895
1785081600000,64768,64940.51,64703.23,64734.17,420.05042
1785085200000,64734.17,64794.45,64668.91,64697.2,347.81315
1785088800000,64697.21,64769.99,64668.91,64734.38,114.76281
1785092400000,64734.39,64753,64671.91,64695.52,369.55718
1785096000000,64695.52,64703.36,64631.57,64649.04,120.01782
1785099600000,64649.04,64924,64649.03,64858.02,268.26505
1785103200000,64858.03,65502.6,64858.03,65412.68,1331.07392
1785106800000,65412.69,65577,65273.76,65399.99,630.14927
1785110400000,65400,65418.81,65065.46,65131.95,465.77387
1785114000000,65131.96,65225.75,64892.03,65206.21,478.78723
1785117600000,65206.21,65281.64,65118.08,65172,475.81825
1785121200000,65172.02,65367.73,65161.99,65284,519.18282
1785124800000,65284,65500,65242.69,65282.8,331.55981
1785128400000,65282.81,65493.38,65282.8,65468.38,284.79372
1785132000000,65468.38,65744.6,65404.9,65416.76,867.3473
1785135600000,65416.77,65447.02,65217.16,65221.99,1066.09119
1785139200000,65221.99,65258,65128.85,65162.98,724.97518
1785142800000,65162.98,65348.17,65100,65262.17,1478.16072
1785146400000,65262.18,65432,65230.01,65333.35,412.29993
1785150000000,65333.35,65333.36,65092,65100.79,287.15002
1785153600000,65100.79,65255.76,64836,65086,587.73231
1785157200000,65086,65718,64913.12,65217.37,1076.54142
1785160800000,65217.38,65431.9,64459.82,64687.45,1132.47674
1785164400000,64687.45,64776,64418.01,64554.01,596.28993
1785168000000,64554,64970.93,64517.78,64898.52,473.37301
1785171600000,64898.53,65090,64794.37,65019.81,404.49207
1785175200000,65019.81,65058.32,64755.67,64878,323.26344
1785178800000,64878,65078,64810.9,64984,291.82434
1785182400000,64983.99,65056,64908.01,64960.65,197.69959
1785186000000,64960.64,64960.65,64790.28,64821.25,238.07403
1785189600000,64821.26,64821.26,63792,63792,1130.54656
1785193200000,63792.01,63940.27,63605.56,63755.86,947.65195
1785196800000,63755.86,63827.49,63469.3,63487.88,711.04544
1785200400000,63487.88,63529.89,63059.39,63230.83,1245.20979
1785204000000,63230.82,63305.94,63108,63185.59,429.21894
1785207600000,63185.59,63375.39,63168.01,63343.83,728.50056
1785211200000,63343.82,63361.85,63221.26,63350.95,343.17382
1785214800000,63350.95,63623.5,63323.09,63451.61,390.51839
1785218400000,63451.62,63660.72,63395.13,63640.63,460.72288
1785222000000,63640.63,63668.71,63455.58,63505.99,985.9853
1785225600000,63506,63546.36,63406.11,63428.08,281.48766
1785229200000,63428.07,63581.33,63368.81,63393.99,315.43759
1785232800000,63393.99,63555.18,63294,63473.47,416.0357
1785236400000,63473.48,63593,63352,63450,405.45329
1785240000000,63449.99,63570,63364.96,63546.65,440.98415
1785243600000,63546.65,63588,62742.47,63104,1615.91422
1785247200000,63104,63550,62965.38,63412.45,868.98588
1785250800000,63412.45,64026.62,63269.28,63928.47,945.11572
1785254400000,63928.46,64100,63773.65,64043.26,517.94749
1785258000000,64043.27,64043.27,63504,63685.88,527.24876
1785261600000,63685.88,63849.09,63672.26,63734.49,311.5129
1785265200000,63734.49,63904,63675.93,63904,333.27009
1785268800000,63904,64018.39,63880,63917.55,300.22119
1785272400000,63917.55,64073.3,63892,63972.44,227.23863
1785276000000,63972.44,64020.76,63768.47,63783.71,319.67019
1785279600000,63783.72,63956.4,63562,63915,768.93138
1785283200000,63915,64200,63873.54,63953.99,862.01004
1785286800000,63954,63999,63690,63705.06,643.74129
1785290400000,63705.07,64132.42,63658,63979.96,459.75103
1785294000000,63979.96,64002,63710,63753.03,381.54189
1785297600000,63753.04,63970.92,63598,63968.34,635.48596
1785301200000,63968.34,64094.2,63890.07,64067.32,612.17163
1785304800000,64067.32,64471,64026.64,64435.62,959.62083
1785308400000,64435.63,64575.99,64402.67,64561,512.31101
1785312000000,64561.01,64588,64283.83,64417.31,442.88681
1785315600000,64417.31,64744.81,64386.94,64698,689.93306
1785319200000,64698.01,64718,64410.24,64469.83,337.46395
1785322800000,64469.84,64591.73,64422.5,64507.54,317.77588
1785326400000,64507.53,64507.54,64215.93,64276.81,475.5158
1785330000000,64276.82,64667.18,64139.68,64664.7,795.5697
1785333600000,64664.69,64718.87,64047.71,64108.01,736.50705
1785337200000,64108.01,64195,63886,63964.01,727.70384
1785340800000,63964.01,64146.53,63624.15,63808.33,758.02868
1785344400000,63808.33,64286.71,63709.19,64269.83,486.13508
1785348000000,64269.83,64648.79,63758,64501.52,1896.70634
1785351600000,64501.52,64600,63511,63589.46,1453.05091
1785355200000,63589.46,63746.42,63378.09,63522.01,788.59239
1785358800000,63522.01,63860,63267.34,63860,771.02443
1785362400000,63860,64131.44,63859.99,63942.5,704.70887
1785366000000,63942.5,64067.12,63899,63984.28,331.88265
1785369600000,63984.29,64125.61,63603.92,63696.72,649.94769
1785373200000,63696.73,64370,63690,64266,686.07285
1785376800000,64266.01,64411.76,64159.63,64189.99,575.1734
1785380400000,64190,64300.91,64133.99,64161.98,422.8264
1785384000000,64161.98,64180,64008.5,64023.99,927.45873
1785387600000,64024,64182,63907.85,64033.89,766.12333
1785391200000,64033.9,64080,63957.2,64002,642.99866
1785394800000,64001.99,64144.06,63943.29,64026,710.04842
1785398400000,64026,64358.99,63980.54,64308.01,1143.21426
1785402000000,64308.01,64641.37,64283.8,64567.56,2560.14823
1785405600000,64567.55,64631.99,64562,64570.72,459.04462
1785409200000,64570.72,64885.18,64542.73,64788,630.38864
1785412800000,64788.01,65043.94,64788,64925,819.62205
1785416400000,64925,65176.6,64689.02,65022.01,1173.19736
1785420000000,65022,65042,64620,64683.97,1065.79722
1785423600000,64683.97,64888,64607.31,64730.3,678.51535
1785427200000,64730.29,64963.64,64729.56,64818.01,615.24584
1785430800000,64818.01,64988,64772,64872,452.4677
1785434400000,64871.99,64899.8,64688,64702.8,263.9882
1785438000000,64702.8,64904,64702.79,64800,356.88836
1785441600000,64800,64936,64752.12,64777.37,330.42092
1785445200000,64777.38,64802.48,64700.34,64735.53,227.76045
1785448800000,64735.53,65029.29,64668.91,64851.16,482.45748
1785452400000,64851.16,65086.4,64740,64780.02,491.7787
1785456000000,64780.03,64901.55,64690.29,64724.91,660.4309
1785459600000,64724.92,65409.56,64480.44,64564.01,1217.00276
1785463200000,64564,64614,64203.58,64297.79,855.65776
1785466800000,64297.79,64439.81,64172,64370,548.04563
1785470400000,64370,64438,64236,64300,391.13431
1785474000000,64299.99,64421.68,64268.47,64363.06,529.40293
1785477600000,64363.06,64496.64,64196.08,64231.97,503.77566
1785481200000,64231.97,64245.57,63878.11,63950.01,3088.95651
1785484800000,63950.01,63987.36,63784.67,63834.01,734.18718
1785488400000,63834.01,63847.13,63638.18,63715.9,562.33026
1785492000000,63715.91,63951.77,63610,63918.67,422.39058
1785495600000,63918.68,64011.99,63792.01,63805.51,287.14604
1785499200000,63805.5,63830.62,63627.66,63754.01,516.25828
1785502800000,63754.01,63849.19,63241.71,63270.73,1511.53534
1785506400000,63270.72,63310,62466,62682.06,3628.40429
1785510000000,62682.05,62769.36,62490.24,62716.57,965.95557
1785513600000,62716.57,62931.79,62709.01,62870.88,857.24803
1785517200000,62870.87,63301.68,62800,63245.44,856.72938
1785520800000,63245.44,63302,62966,63097.57,753.45664
1785524400000,63097.57,63158,62936.29,62972,304.88916
1785528000000,62972,63034,62928.35,62953.7,318.42027
1785531600000,62953.7,63062.47,62846,62947.78,334.75985
1785535200000,62947.77,63020,62870.01,62950,440.99494
1785538800000,62950.01,63013.52,62860.64,62887.88,186.49459
1785542400000,62887.88,63024.04,62887.87,62938.01,517.26897
1785546000000,62938.01,62990,62923.47,62975.01,386.71985
1785549600000,62975,63106.55,62975,63075.07,348.67082
1785553200000,63075.08,63075.08,62970.65,63004.48,388.95582
1785556800000,63004.47,63115.37,62993.2,63115.01,223.92941
1785560400000,63115,63142.85,63000.85,63020,458.27671
1785564000000,63020,63086.65,62992.82,63080.64,434.87477
1785567600000,63080.65,63110.89,63034,63050.46,150.69173
1785571200000,63050.45,63150,63050.45,63126.25,106.02817
1785574800000,63126.25,63139.54,63046.33,63053.17,228.45152
1785578400000,63053.17,63111.09,62986.31,63056,321.04349
1785582000000,63055.99,63091.97,63037.72,63076,179.08594
1785585600000,63076,63119.4,63076,63103.68,320.18632
1785589200000,63103.68,63106.83,63051,63069.32,187.46878
1785592800000,63069.31,63127.07,63069.31,63126.52,385.79335
1785596400000,63126.53,63126.53,63007.05,63007.06,164.42533
1785600000000,63007.06,63027.65,62874,62932.32,327.87182
1785603600000,62932.32,62996,62666,62708.07,359.17517
1785607200000,62708.06,62734,62275,62580.56,931.42897
1785610800000,62580.55,62624,62461.17,62529.82,312.52626
1785614400000,62529.81,62674.98,62482.99,62662.13,183.46966
1785618000000,62662.14,62864,62662.13,62812.75,229.38386
1785621600000,62812.76,62866.62,62794.17,62831.28,129.54917
1785625200000,62831.29,62862.8,62769.97,62823.64,287.81315
1785628800000,62823.65,62979.99,62806.58,62833.99,397.27424
1785632400000,62834,63088,62834,62981.87,215.77694
1785636000000,62981.87,63547.7,62958.54,63451.58,1068.41906
1785639600000,63451.58,63550,63380,63461.95,388.55462
1785643200000,63461.95,63612,63461.95,63590,302.37117
1785646800000,63590,63634,63415.26,63453.27,261.31562
1785650400000,63453.27,63498.15,63435.99,63482.49,160.39885
1785654000000,63482.49,63544.51,63480,63506.24,412.11258
1785657600000,63506.23,63530,63172,63193.99,542.79786
1785661200000,63194,63320,63094,63273.94,277.11141
1785664800000,63273.94,63273.94,63125.06,63205.03,200.2751
1785668400000,63205.03,63206,62982.38,63031.99,373.06149
1785672000000,63031.99,63231.67,63031.99,63125.49,247.99863
1785675600000,63125.49,63146.89,63010,63126.92,262.12825
1785679200000,63126.92,63186,63062,63069.37,314.22912
1785682800000,63069.37,63186,63050,63109.14,191.05332
1785686400000,63109.13,63273.49,63064.01,63180.36,267.96361
1785690000000,63180.36,63342,63152,63300.28,318.39177
1785693600000,63300,63610.01,63290,63382.01,518.81545
1785697200000,63382.01,63479.85,63323.89,63456.01,247.35839
1785700800000,63456,63501.48,63404.69,63494.52,140.51262
1785704400000,63494.51,63785,63479.45,63578,457.27756
1785708000000,63578.01,63796.33,63376.71,63424.58,484.1409
1785711600000,63424.58,63596,63344,63570,337.67298
1785715200000,63570.01,63596,63208.3,63317.6,357.32342
1785718800000,63317.61,63350,63111.1,63212.16,372.31318
1785722400000,63212.16,63286,63100,63141.4,334.18959
1785726000000,63141.39,63168.44,62786.04,62870.49,516.46423
1785729600000,62870.48,63001.77,62770.37,62790,320.41763
1785733200000,62790,62875.02,62751.3,62827.17,546.69206
1785736800000,62827.17,62872.58,62613,62623.6,396.31841
1785740400000,62623.6,62700,62552.04,62621.1,1264.72827
1785744000000,62621.1,62647.69,62300,62541.5,657.33122
1785747600000,62541.5,62863.1,62520,62837.4,585.41075
1785751200000,62837.4,62860,62615.11,62742.01,443.80935
1785754800000,62742.01,62778.92,62540.95,62560.01,282.26451
1785758400000,62560.01,62799.3,62445.26,62700,437.23263
1785762000000,62700.01,63390,62562.42,63351.09,1121.39133
1785765600000,63351.09,63992.71,63136,63967.19,2387.82383
1785769200000,63967.19,63989.75,63646.59,63694.91,1368.53804
1785772800000,63694.9,63939.99,63664,63776.46,800.0795
1785776400000,63776.46,64059.75,63714.55,63906,628.1066
1785780000000,63905.99,64000,63768,63870.87,368.04477
1785783600000,63870.87,64080,63846,63869.38,545.18183
1785787200000,63869.38,64023.61,63769.92,63775.43,498.9936
1785790800000,63775.43,63791.98,63548,63590.15,427.95014
1785794400000,63590.15,63680,63392.01,63618,422.48287
1785798000000,63618.01,63621.35,63465.43,63520,460.20967
1785801600000,63520,63585.09,63322.01,63361.99,536.23408
1785805200000,63362,63927.99,63361.99,63847.93,808.63269
1785808800000,63847.92,63972,63686.44,63822.44,596.20908
1785812400000,63822.45,63860,63649,63800.01,343.13285
1785816000000,63800.01,64243.81,63762,64029,795.09044
1785819600000,64029.01,64056,63788.23,63818.48,306.74636
1785823200000,63818.47,63859.71,63654.16,63670,321.82249
1785826800000,63670,63763.63,63506.78,63685.74,779.79552
1785830400000,63685.73,63748.22,63564.99,63588.94,412.14854
1785834000000,63589.04,63610,63516.43,63603.73,356.68509
1785837600000,63603.73,63842,63451.8,63764,613.8334
1785841200000,63763.99,63950,63712,63926,457.77198
1785844800000,63926,64062.46,63788,63906.41,546.54537
1785848400000,63906.41,64097.74,63656,63683.94,1052.90355
1785852000000,63683.95,64193.54,63615.38,64128.72,879.92592
1785855600000,64128.73,64238,63814.29,64125.14,876.1178
1785859200000,64125.14,64130,63897.22,63950.93,546.40306
1785862800000,63950.94,64184,63892,63972.09,719.77508
1785866400000,63972.09,64400,63965.73,64305.99,693.34672
1785870000000,64305.99,64413.21,64193.57,64233.36,534.82384
1785873600000,64233.35,64420,64001.68,64341,558.35238
1785877200000,64341,64341.99,64175.52,64194,220.73608
1785880800000,64193.99,64293.91,64140,64270.61,181.53234
1785884400000,64270.62,64549.16,64081.26,64106.56,551.91443
1785888000000,64106.55,64193.25,63978.44,63988,649.78599
1785891600000,63988,64346,63950,64333.84,393.02738
1785895200000,64333.85,64504,64322.59,64368.26,562.72054
1785898800000,64368.27,64446,64046,64183.27,445.73851
1785902400000,64183.27,64218,64088.01,64176.7,184.21473
1785906000000,64176.69,64525.97,64163.36,64330.87,480.37923
1785909600000,64330.86,64373.31,64229.34,64253.58,396.58374
1785913200000,64253.59,64272,63995.89,64163.99,577.00898
1785916800000,64164,64280,64098,64120.81,335.28683
1785920400000,64120.81,64210.83,64102.95,64155.05,184.00109
1785924000000,64155.06,64242.93,64020,64062.23,387.90421
1785927600000,64062.23,64150,64044.5,64075.28,258.58817
1785931200000,64075.28,64581.43,64050,64332.43,1037.97436
1785934800000,64332.43,64412,63880,64407.99,1022.29322
1785938400000,64407.99,64578,64300,64476.39,1047.50709
1785942000000,64476.4,64744,64385.49,64388.01,986.83874
1785945600000,64388.01,64760.99,64388,64661.99,538.9344
1785949200000,64661.99,64804,64541.71,64770,480.07544
1785952800000,64770,64844.99,64670.01,64799.1,509.17226
1785956400000,64799.1,64936.18,64781.79,64840.28,466.98679
1785960000000,64840.27,65025.22,64806.46,64822.89,498.389
1785963600000,64822.88,64825.78,64657.69,64733.13,467.37291
1785967200000,64733.13,64783.84,64629.81,64636,271.07045
1785970800000,64636,64749.99,64579.15,64665.23,561.00122
1785974400000,64665.24,64724.38,64572,64644.99,476.9934
1785978000000,64644.92,64659.65,64498,64580.07,393.9399
1785981600000,64580.08,64650.62,64439.34,64579.36,432.25507
1785985200000,64579.36,64583.63,64493.2,64531.03,197.99261
1785988800000,64531.03,64755.72,64496.27,64734.65,354.38235
1785992400000,64734.65,64996,64730.26,64908.09,515.23827
1785996000000,64908.1,64908.1,64745.69,64860,233.29381
1785999600000,64860,64965.66,64776,64809.7,679.84082
1786003200000,64809.7,64999,64760,64941.99,323.50568
1786006800000,64942,64944,64630,64683.62,404.08385
1786010400000,64683.62,64685.05,64581.21,64615.95,207.8831
1786014000000,64615.95,64661.26,64503.54,64622.09,372.14171
1786017600000,64622.08,64637.68,64381.96,64424,336.45805
1786021200000,64424.01,64524.21,64172,64434.01,870.19548
1786024800000,64434.01,64850,64362,64778,781.12724
1786028400000,64778.01,64987.26,64624.29,64631.87,772.83402
1786032000000,64631.88,64778,64592.37,64757.99,370.31723
1786035600000,64758,64834,64548.81,64621.69,293.75208
1786039200000,64621.68,64621.69,64378.67,64418.47,347.29306
1786042800000,64418.48,64474.71,64365,64446,449.59357
1786046400000,64446.01,64536.32,64439.7,64439.7,195.47529
1786050000000,64439.71,64513.99,64404.74,64440.74,249.73283
1786053600000,64440.74,64450,64330.4,64351.49,210.70667
1786057200000,64351.48,64360.01,64200,64323.61,395.39675
1786060800000,64323.61,64410,64230.59,64317.99,285.45231
1786064400000,64318,64476.78,64300,64422.55,351.02167
1786068000000,64422.54,64544,64252.09,64399.87,388.69448
1786071600000,64399.88,64407.73,64260,64289.99,199.96303
1786075200000,64289.99,64364.08,64166,64255.13,222.89749
1786078800000,64255.14,64400,64177.62,64336.43,321.20596
1786082400000,64336.42,64463.75,64283.91,64304.12,452.26837
1786086000000,64304.12,64436.13,64264,64319.84,382.39149
1786089600000,64319.84,64672.1,64304.22,64600,433.22408
1786093200000,64600,64965,64599.99,64839.32,917.15159
1786096800000,64839.32,64916,64802,64893.98,362.71626
1786100400000,64893.99,65213.33,64893.64,65029.98,652.67441
1786104000000,65029.98,65390.99,64986.26,65292.32,1412.7636
1786107600000,65292.31,65338,64984.68,65009.24,1271.25225
1786111200000,65009.23,65275.03,64788,64957.98,982.58571
1786114800000,64957.98,65136.17,64894.83,64912.72,468.0279
1786118400000,64912.71,65072.31,64814,64814,485.33624
1786122000000,64814.01,64828.82,64525,64764.33,603.65716
1786125600000,64764.33,64881.13,64676,64735.51,225.44204
1786129200000,64735.52,65039.42,64735.52,64960.47,398.55222
1786132800000,64960.46,65053.56,64948,64972,238.49651
1786136400000,64972,65102,64928,64928.01,187.58406
1786140000000,64928.02,64947.7,64846,64888,304.11479
1786143600000,64888,64923.2,64869.99,64923.19,259.93041
1786147200000,64923.2,64954,64784.19,64929.01,432.5947
1786150800000,64929.01,64965,64908.97,64911.79,283.12303
1786154400000,64911.8,64957.47,64894.49,64923.97,317.46111
1786158000000,64923.98,65074.18,64918.28,65033,277.39242
1786161600000,65033,65071.15,64971.18,65013.58,199.83614
1786165200000,65013.58,65018.64,64976,64995.39,118.91329
1786168800000,64995.39,65014,64959.81,65006.61,298.35674
1786172400000,65006.61,65006.61,64951.34,64960,169.03379
1786176000000,64959.99,65020.5,64948.56,64993.87,150.80437
1786179600000,64993.88,65050,64992.98,64994.31,303.53576
1786183200000,64994.31,65022.43,64994.31,65005.87,144.30853
1786186800000,65005.88,65024.1,64957,64967.35,178.16146
1786190400000,64967.36,65050.55,64924,65008.34,234.45077
1786194000000,65008.33,65018,65000,65015.27,187.85749
1786197600000,65015.27,65192.54,65015.27,65129.02,356.35929
1786201200000,65129.01,65149.57,65061.31,65080.82,186.5848
1786204800000,65080.83,65116.82,65039,65086.45,128.83529
1786208400000,65086.46,65150,65075.46,65119.75,187.72596
1786212000000,65119.75,65119.75,65025.54,65044.07,168.52013
1786215600000,65044.08,65093.7,65017.39,65075.41,205.39734
1786219200000,65075.4,65100.61,65060,65082.41,382.31735
1786222800000,65082.42,65082.42,65000.53,65012.96,216.53129
1786226400000,65012.95,65038,64948.17,64950.61,427.30382
1786230000000,64950.62,64975.99,64936.01,64962.6,204.73811
1786233600000,64962.6,64991.93,64958.17,64973.65,214.05253
1786237200000,64973.65,65002,64838.33,64861.46,330.74593
1786240800000,64861.46,64863.16,64777.92,64820.01,255.40052
1786244400000,64820.01,64820.01,64730.08,64788.8,153.75776
1786248000000,64788.8,64826.13,64785,64785,156.31772
1786251600000,64785.01,64801.58,64777,64801.58,194.39306
1786255200000,64801.57,64867.11,64801.57,64849.99,216.36529
1786258800000,64850,64860.01,64826.14,64826.14,338.38864
1786262400000,64826.15,64960.06,64792.1,64824.16,328.93534
1786266000000,64824.17,64877.86,64809.68,64877.85,149.22124
1786269600000,64877.86,64994.07,64877.85,64959.86,249.48898
1786273200000,64959.87,65000,64950,64950,150.77221
1786276800000,64950.01,64962.41,64914.73,64960.11,166.88575
1786280400000,64960.12,65266,64960.11,65219.78,406.90586
1786284000000,65219.78,65300,65150.95,65260.01,280.8075
1786287600000,65260.01,65264,65214,65228.68,364.1864
1786291200000,65228.68,65266.06,65182.36,65232.14,289.41282
1786294800000,65232.15,65239.18,65198.68,65198.68,130.05099
1786298400000,65198.68,65220,65192,65199.68,83.21999
1786302000000,65199.69,65210,65179.72,65180.66,257.6312
1786305600000,65180.66,65181.99,65046.25,65137.96,465.99754
1786309200000,65137.96,65250,65115.05,65192.99,485.32235
1786312800000,65192.99,65474.46,64971.41,65077.13,941.55321
1786316400000,65077.13,65108,64842.59,64901.59,421.42323
1786320000000,64901.59,65322.58,64826.78,64968.01,556.44925
1786323600000,64968.21,65391.14,64900,65189.99,410.26148
1786327200000,65190,65220,64903.54,65099.99,432.7132
1786330800000,65099.99,65172,64904.99,64982.01,335.63049
1786334400000,64982,65100,64924,65006.73,333.49313
1786338000000,65006.74,65159.25,64979.88,65134,299.63603
1786341600000,65134,65339.7,65130.01,65299.4,433.93661
1786345200000,65299.4,65379.13,65196.53,65202.73,554.01187
1786348800000,65202.72,65328.73,65192,65245.58,316.81156
1786352400000,65245.59,65245.59,64958.87,64967.24,389.34609
1786356000000,64967.25,65074.61,64967.24,65013.06,428.4961
1786359600000,65013.07,65130.16,64977.93,65125.98,160.3373
1786363200000,65125.99,65237.8,64850,64870.75,596.12387
1786366800000,64870.74,64973.72,64518.01,64561.98,1297.24239
1786370400000,64561.98,64888.32,64544.01,64625.77,650.29814
1786374000000,64625.77,64711.43,64203.15,64299.99,1096.33991
1786377600000,64299.99,64354,63830.57,63904.65,1498.06925
1786381200000,63904.65,64027.12,63832,63953.04,1290.55418
1786384800000,63953.04,64020.64,63806.27,63889.39,944.06538
1786388400000,63889.39,64101.34,63888.01,64045.7,543.26284
1786392000000,64045.7,64215.21,64023.06,64158.5,286.34235
1786395600000,64158.49,64158.5,63987,63987,239.68387
1786399200000,63987,64055.95,63944,64016,216.96727
1786402800000,64015.99,64020,63920.69,63970.01,328.33621
1786406400000,63970.01,64058,63895.64,64040,690.26826
1786410000000,64040.01,64080.1,63958.2,64060.8,355.07512
1786413600000,64060.8,64086,64030,64044.59,263.24469
1786417200000,64044.6,64176,64044.59,64155.01,524.13513
1786420800000,64155,64159.65,64021.02,64023.51,360.17249
1786424400000,64023.51,64051.93,63964,64000,217.31247
1786428000000,64000,64050.43,63852,63969.28,681.87714
1786431600000,63969.29,64108,63911.09,64065.99,380.83043
1786435200000,64066,64148.78,64044.72,64136.41,168.66039
1786438800000,64136.41,64300,64121.51,64300,453.24003
1786442400000,64300,64312.7,64200,64233.23,408.12036
1786446000000,64233.23,64400,64233.23,64389.57,538.09782
1786449600000,64389.58,64515.43,64274.57,64330.01,714.43565
1786453200000,64330,64368.42,64050,64200.28,1390.7479
1786456800000,64200.29,64263.83,63714.75,63770.03,985.02313
1786460400000,63770.03,63868,63451,63609.87,1286.57237
1786464000000,63609.86,63660,63459.54,63512.59,740.82749
1786467600000,63512.59,63632.94,63461.88,63607.88,482.84238
1786471200000,63607.87,63626.03,63251.59,63373.07,749.01907
1786474800000,63373.07,63536,63238,63536,452.04779
1786478400000,63536,63748.37,63536,63740,321.5572
1786482000000,63740,63768.58,63622,63672.73,269.417
1786485600000,63672.73,63768,63626.25,63668.49,253.27935
1786489200000,63668.5,63668.5,63543.55,63600,204.82882
1786492800000,63600.01,63745.53,63534.01,63742.07,247.42097
1786496400000,63742.07,63855.5,63698.18,63813.8,499.92358
1786500000000,63813.8,63908.01,63730.72,63749.76,612.29132
1786503600000,63749.77,63845.91,63709.85,63835.59,538.85374
1786507200000,63835.58,63891.42,63739.99,63769.58,568.35931
1786510800000,63769.58,63869.56,63724.25,63849.94,540.4656
1786514400000,63849.94,63849.94,63606.15,63711.97,563.28705
1786518000000,63711.97,63838,63644.1,63837.99,458.43036
1786521600000,63838,63867.2,63773.98,63794.94,303.11959
